sheet,nrows_after_filter,mean_inv,max_inv,min_inv,std_inv,slope,auc,capacity,SOH
206,24,108.94165823221415,112.22169242893615,105.97693056341481,2.4439411929539285,-0.2619167048680665,8029.175312249584,4.1046,89.0832537546662
207,25,109.00233810877722,112.34652189771138,105.97693056341481,2.410620643781692,-0.25620473669753174,8032.825229612726,4.0845,88.64701797030993
208,25,108.86239962341634,112.34652189771138,105.51847196334948,2.612175522109394,-0.27034998135070804,9310.342825948293,3.9981,86.77185519576352
209,25,108.95686824740305,112.34652189771138,105.85812234529439,2.454828270228055,-0.26044929650733967,8244.47124894796,4.1857,90.8433891830888
210,24,108.90740790159107,112.22833689475867,105.97693056341481,2.398038830054089,-0.26220559468643684,7810.38208845319,4.0278,87.41644239951385
211,24,108.93207948922634,112.22833689475867,105.97693056341481,2.426154361788095,-0.26220559468643684,8028.708888120346,4.0883,88.7294904071534
212,24,108.89755017799514,112.22833689475867,105.97693056341481,2.373961828987703,-0.26220559468643684,7809.908917720582,4.0841,88.63833666116851
213,23,108.99125417453979,112.22833689475867,105.85812234529439,2.4408034938720027,-0.27875445969197443,8025.705863413669,4.0659,88.24333709523397
214,23,109.04580479363156,112.22833689475867,105.97693056341481,2.4143878684243605,-0.27412403080854764,7816.076093144533,4.0445,87.77888705616807
215,25,108.97862109260736,112.34652189771138,105.97693056341481,2.4103178045846394,-0.25620473669753174,8031.639378804232,4.0406,87.69424429203926
216,24,108.95187849051506,112.22833689475867,106.09573878153523,2.402707419552542,-0.26220559468643684,7815.604102892824,4.0179,87.20157999826374
217,24,108.9419785951377,112.22833689475867,105.97693056341481,2.414717026156751,-0.26220559468643684,7813.584401079147,4.1123,89.25036895563852
218,24,108.88405413352125,112.22833689475867,105.97693056341481,2.4353772172976194,-0.26663470057493205,8024.843935043469,3.9867,86.5244378852331
219,23,108.70872764467282,112.22833689475867,105.51847196334948,2.641850584452452,-0.2895552067938309,8870.197537387587,3.9345,85.39152704227799
220,23,109.00737923216315,112.34652189771138,105.85812234529439,2.4749446347465742,-0.2841265052807342,8026.32943106139,4.025,87.35567323552394
221,24,108.85015647613376,112.22833689475867,105.85812234529439,2.438447856588357,-0.26663470057493205,8021.553532435185,4.0716,88.36704575049919
222,24,108.87910458056554,112.22833689475867,105.97693056341481,2.440936860780048,-0.26663470057493205,8024.6063565015975,4.0993,88.96822640854242
223,23,109.06335923403007,112.34652189771138,105.97693056341481,2.4887835148646045,-0.2841265052807342,8032.466925960292,4.0106,87.04314610643286
224,24,108.88403632008855,112.22833689475867,105.97693056341481,2.446117022070847,-0.26663470057493205,8024.843079998702,3.9972,86.75232225019533
225,24,108.94822496084821,112.34652189771138,105.97693056341481,2.4795596059617355,-0.2717731789641805,8029.467555190679,4.1105,89.21130306450213
226,25,108.95686824740305,112.34652189771138,105.85812234529439,2.454828270228055,-0.26044929650733967,8029.109099143887,4.0708,88.34968313221636
227,24,108.96661926539389,112.34652189771138,105.97693056341481,2.45072183802705,-0.2673440730756853,7814.648968248492,4.0898,88.76204531643374
228,24,108.85509185654388,112.22833689475867,105.85812234529439,2.442699785138203,-0.26663470057493205,8021.79043069487,4.044,87.7680354197413
229,23,108.74930083405312,112.22833689475867,105.63729907141632,2.619525329142921,-0.2895552067938309,8659.061606519403,3.9917,86.63295424950083
230,25,108.98122455239795,112.34652189771138,105.85812234529439,2.481500324596738,-0.26044929650733967,8245.689064197706,4.0892,88.7490233527216
231,24,108.90740790159107,112.22833689475867,105.97693056341481,2.398038830054089,-0.26220559468643684,7810.38208845319,4.0506,87.9112770205747
232,25,108.99757898664492,112.34652189771138,105.97693056341481,2.423975310001309,-0.25620473669753174,8032.587273506111,4.0359,87.59223890962757
233,23,109.02520859440082,112.22833689475867,105.97693056341481,2.3908096633510345,-0.27412403080854764,7597.986104519254,4.0244,87.3426512718118
234,24,108.89954442420817,112.22833689475867,105.85812234529439,2.4708171309135976,-0.26663470057493205,8025.585759381225,4.102,89.026825245247
235,24,108.91728404627055,112.22833689475867,105.97693056341481,2.404900763766444,-0.26220559468643684,7595.3751853756075,4.0904,88.77506728014585
236,24,108.9271673938412,112.22833689475867,105.97693056341481,2.40967839805954,-0.26220559468643684,7812.873463416916,4.0654,88.23248545880719
237,25,109.00710666212962,112.34652189771138,106.09573878153523,2.39428907377149,-0.25620473669753174,7819.008397875595,4.1016,89.01814393610557
238,24,109.1587549232216,112.34652189771138,106.09573878153523,2.3751768258765718,-0.2673440730756853,7608.273301083749,4.0829,88.61229273374427
239,24,109.10441860018146,112.22833689475867,105.97693056341481,2.3712634009231546,-0.26220559468643684,7604.357643963331,4.0956,88.8879242989843
240,24,109.03634187891502,112.34652189771138,105.63729907141632,2.557104656869266,-0.27693875366506837,8672.82350874015,4.0132,87.09957461585208
241,24,108.88806208517258,112.22833689475867,105.97693056341481,2.407612933934817,-0.26220559468643684,7809.453489265102,4.0794,88.53633127875683
242,25,109.02607232126773,112.34652189771138,106.09573878153523,2.405618182390013,-0.25620473669753174,7819.956680832501,4.0237,87.32745898081431
243,24,109.12412599099139,112.34652189771138,105.97693056341481,2.407786640947918,-0.2673440730756853,7605.185413719257,4.0795,88.5385016060422
244,25,109.0023543334048,112.34652189771138,105.97693056341481,2.400418571903269,-0.25620473669753174,7817.345082821909,4.1435,89.92751106866918
245,25,109.03555748413412,112.34652189771138,106.09573878153523,2.404889254044389,-0.25620473669753174,7820.430938975818,4.0899,88.76421564371908
246,25,109.00709835294741,112.34652189771138,105.97693056341481,2.402544691743811,-0.25620473669753174,7817.58228379904,4.0118,87.06919003385711
247,25,108.899714178512,112.34652189771138,105.63729907141632,2.586713203898489,-0.27034998135070804,8884.18361569595,3.9469,85.66064762566195
248,24,108.93704132191992,112.34652189771138,105.97693056341481,2.4110993439925235,-0.2673440730756853,7813.229226961741,4.0437,87.76152443788524
249,24,108.95184959359642,112.22833689475867,105.97693056341481,2.42868094855079,-0.26220559468643684,7814.058209005167,4.1136,89.27858321034813
250,24,108.84996412298908,112.22833689475867,105.75612617948316,2.5569329718781915,-0.2718002752758199,8450.755468657528,4.0122,87.07787134299852
251,24,108.98155377981122,112.22833689475867,106.09573878153523,2.3864942806584164,-0.26220559468643684,7385.591612092913,4.0578,88.06754058512026
252,25,109.00209033255157,112.34652189771138,105.97693056341481,2.4000899661865924,-0.25620473669753174,7817.331882779248,4.0659,88.24333709523397
253,25,109.02605358457184,112.34652189771138,105.97693056341481,2.416732877878674,-0.25620473669753174,7818.530045380261,4.0744,88.4278149144891
254,25,109.04026567875847,112.34652189771138,105.97693056341481,2.428420866262969,-0.25620473669753174,7819.240650089592,4.0751,88.4430072054866
255,25,109.03539805901612,112.22833689475867,106.09573878153523,2.335794696392088,-0.2463308086188268,7604.82259721162,4.1487,90.04036808750759
256,25,109.00233810877722,112.34652189771138,105.97693056341481,2.410620643781692,-0.25620473669753174,7601.863313568334,4.0886,88.73600138900946
257,24,108.81532945818559,112.22833689475867,105.63729907141632,2.5865284102607156,-0.2769658499767078,8664.469569512923,3.8697,83.98515496136818
258,24,108.89459725555254,112.22833689475867,105.85812234529439,2.4699094655820937,-0.26663470057493205,8025.348295285755,4.0073,86.97152530601615
259,24,108.91726828792986,112.22833689475867,105.97693056341481,2.421076344980755,-0.26220559468643684,7812.398306333172,4.0802,88.55369389703968
260,24,108.94690611965547,112.22833689475867,105.97693056341481,2.4268721055232736,-0.26220559468643684,7813.820922256001,4.0522,87.94600225714039
261,24,108.94698215347061,112.22833689475867,106.09573878153523,2.3702153934925887,-0.26220559468643684,7598.226393138655,4.0555,88.01762305755709
262,23,109.02073718233281,112.22833689475867,105.97693056341481,2.4328118393459395,-0.27412403080854764,7599.323338899849,4.0395,87.67037069190035
263,25,108.96981891507183,112.22833689475867,105.97693056341481,2.408527418940166,-0.251280361574502,7815.836496908212,4.0561,88.03064502126921
264,24,108.91302372812004,112.22833689475867,105.97693056341481,2.4261356895291017,-0.26663470057493205,7812.2964368977355,4.0586,88.08490320340309
265,23,108.99054331285497,112.22833689475867,105.97693056341481,2.4218224843187004,-0.27875445969197443,7596.493371003582,4.067,88.26721069537287
266,25,109.05449964213696,112.34652189771138,106.09573878153523,2.422442510387171,-0.25620473669753174,7821.378046875961,4.0267,87.39256879937494
267,22,108.98702199803661,111.99190021238685,105.63729907141632,2.6029224792248447,-0.30260005433193,9531.513082673086,3.8845,84.30636339960067
268,24,108.84504785731117,112.34652189771138,105.75612617948316,2.5241299371236834,-0.27693875366506837,8235.141149263773,3.9751,86.27267992013195
269,24,108.82529775068194,112.22833689475867,105.75612617948316,2.5395273596087273,-0.2718002752758199,8236.091620689738,4.0199,87.24498654397084
270,24,108.88457859602096,112.34652189771138,105.75612617948316,2.5439446569415534,-0.27693875366506837,8238.818916263059,3.9883,86.55916312179878
271,24,108.84001226482745,112.22833689475867,105.85812234529439,2.4320159823701277,-0.26663470057493205,8021.0666102924815,4.0338,87.54666203663514
272,23,109.01614709073256,112.34652189771138,105.75612617948316,2.527064802383859,-0.2841265052807342,8026.983101609631,3.9781,86.3377897386926
273,25,108.94462693263584,112.34652189771138,105.85812234529439,2.479690311425793,-0.26044929650733967,8243.859183209603,3.9854,86.49622363052349
274,25,108.96160359361292,112.34652189771138,105.85812234529439,2.459372532919058,-0.26044929650733967,8029.3458664543805,4.014,87.11693723413492
275,24,108.8649761149616,112.22833689475867,105.85812234529439,2.4474175642965457,-0.26663470057493205,7806.902725294846,4.0154,87.14732181612987
276,23,108.95662021215578,112.22833689475867,105.85812234529439,2.444191517340885,-0.27875445969197443,7808.750551339929,4.038,87.63781578262004
277,24,108.85014521821036,112.22833689475867,105.75612617948316,2.446778145376977,-0.26663470057493205,7804.864892095241,3.9875,86.54180050351593
278,24,108.89035269574272,112.22833689475867,105.85812234529439,2.4748284100412903,-0.26663470057493205,8025.1445564148835,4.0566,88.041496657696
279,24,108.81655797950746,112.34652189771138,105.51847196334948,2.688298755242466,-0.2865389442707923,9092.774659911855,3.857,83.70952339612815
280,24,108.85466060447145,112.34652189771138,105.75612617948316,2.533184980051558,-0.27693875366506837,8235.602561127465,3.9577,85.89504297248025
281,23,108.73419474283389,111.99190021238685,105.85812234529439,2.4066923532995017,-0.26800733776598273,7798.755416433493,3.9972,86.75232225019533
282,24,108.80064656274419,112.22833689475867,105.75612617948316,2.487791779006993,-0.2718002752758199,8233.128072127509,3.9493,85.71273548051047
283,24,108.91430562066732,112.34652189771138,105.97693056341481,2.4889149348764046,-0.2717731789641805,7810.696863401333,3.9448,85.61507075266951
284,25,108.989115844771,112.34652189771138,105.97693056341481,2.463899620884742,-0.26044929650733967,8032.265985847851,4.0084,86.99539890615505
285,25,108.96160359361292,112.34652189771138,105.85812234529439,2.459372532919058,-0.26044929650733967,8029.3458664543805,3.9434,85.58468617067454
286,22,109.09252352072237,112.22833689475867,105.85812234529439,2.421666517736852,-0.29202848158206846,7596.817056492547,4.0419,87.72245854674885
287,24,108.82497506214149,112.22833689475867,105.75612617948316,2.5719729173867365,-0.2769658499767078,8236.194939857918,3.8808,84.22606129004254
288,24,108.91076388640477,112.34652189771138,105.85812234529439,2.5056595510124966,-0.2717731789641805,8026.006108563707,3.9424,85.562982897821
289,22,108.73580109896865,111.99190021238685,105.63729907141632,2.6745364526470112,-0.30260005433193,9517.726339628556,3.7791,82.01883844083689
290,23,108.76485705712803,112.22833689475867,105.75612617948316,2.574433863583137,-0.28415483324290264,8231.039593025907,3.8311,83.1474086292213
291,24,108.79074587790082,112.22833689475867,105.75612617948316,2.4992244173950118,-0.2718002752758199,8232.652839255028,3.9103,84.86630783922216
292,23,108.90785998473515,112.22833689475867,105.63729907141632,2.5348755264199636,-0.28415483324290264,8233.817516322802,3.8906,84.4387533640073
293,24,108.82037250664764,112.22833689475867,105.75612617948316,2.520720853135864,-0.2718002752758199,8234.074917434877,3.9779,86.3334490841219
294,23,108.7803967553594,112.22833689475867,105.87495328754999,2.5269370375146356,-0.28415483324290264,8018.157986024541,3.9664,86.08386144630612
295,24,108.87961925239836,112.34652189771138,105.75612617948316,2.5521058007645108,-0.27693875366506837,8238.580867769175,3.8998,84.63842347425992
296,22,108.97661004602752,112.1101296522922,106.09573878153523,2.3599325827208406,-0.275892007827875,7380.8841953448455,4.024,87.33396996267038
297,24,108.83385263106919,112.22833689475867,105.85812234529439,2.4834823700901496,-0.2718002752758199,8020.889756090203,3.8881,84.38449518187343
298,24,108.86566511852425,112.22833689475867,105.85812234529439,2.4570286320318337,-0.26663470057493205,7806.935797465852,3.9514,85.75831235350292
299,23,109.02872717638013,112.34652189771138,105.85812234529439,2.4929019108148833,-0.2841265052807342,7813.6108921297655,3.9483,85.69103220765693
300,24,108.83247245428267,112.22833689475867,105.85812234529439,2.4589867253863327,-0.26663470057493205,7805.342549582254,3.9774,86.32259744769512
301,24,108.73309198096608,112.34652189771138,105.29750384051532,2.7567501777536676,-0.2917053402736983,9514.529159560172,3.7562,81.52183349249069
302,22,108.92945940232211,112.22833689475867,105.85812234529439,2.4741186014213983,-0.29202848158206846,7806.784676628228,3.9564,85.86682871777064
303,24,108.81542216422598,112.22833689475867,105.75612617948316,2.5264145263347935,-0.2718002752758199,8233.837300998635,3.9024,84.69485198367914
304,24,108.86479364615131,112.34652189771138,105.75612617948316,2.5509861548937227,-0.27693875366506837,8237.869238669315,3.906,84.77298376595192
305,24,108.87466890997666,112.34652189771138,105.75612617948316,2.5578492615318913,-0.27693875366506837,8238.343251332934,3.9511,85.75180137164685
306,24,108.8670266006904,112.34652189771138,105.85812234529439,2.4805386322267307,-0.2717731789641805,8022.245113410949,3.8472,83.49683132216339
307,23,108.75460049796641,112.22833689475867,105.75612617948316,2.5234167435712687,-0.28415483324290264,7798.14850638398,3.9185,85.04427467662123
308,24,108.88455190470029,112.34652189771138,105.75612617948316,2.5568223583917438,-0.27693875366506837,8023.438795338656,3.8798,84.204358017189
309,23,108.9438653338698,112.34652189771138,105.63729907141632,2.5813470142676085,-0.2949272523825906,8235.474385598163,3.8662,83.90919350638077
310,24,108.80558824976772,112.22833689475867,105.75612617948316,2.490349936729979,-0.2718002752758199,8018.105119466376,3.9334,85.36765344213907
311,24,108.91500844621457,112.34652189771138,105.85812234529439,2.5007651005152733,-0.2717731789641805,8026.2098474345785,3.901,84.66446740168418
312,23,108.79667766226838,112.22833689475867,105.85812234529439,2.481943424484089,-0.27875445969197443,7803.054799483577,3.8793,84.19350638076223
313,24,108.69862349917086,112.22833689475867,105.41634978164457,2.678512775170936,-0.28656686188444985,9083.155459562116,3.736,81.08342738084903
314,23,108.71842193990186,112.22833689475867,105.63729907141632,2.5876844637345697,-0.2895552067938309,8227.121152122556,3.8638,83.85710565153227
315,24,108.84991719786825,112.34652189771138,105.75612617948316,2.5867015070997335,-0.2821043283659562,8237.273977369849,3.8736,84.06979772549701
316,23,108.74946653977305,112.1101296522922,105.75612617948316,2.5269502526167384,-0.2787817767671541,8015.070996729032,3.9485,85.69537286222764
317,22,108.8808243104229,112.22833689475867,105.75612617948316,2.542125818739779,-0.29768601577827897,7803.233598315613,3.8789,84.1848250716208
318,24,108.8542557293083,112.34652189771138,105.85812234529439,2.5168669162952644,-0.27693875366506837,8021.750919802728,3.8851,84.31938536331279
319,24,108.84499736460509,112.34652189771138,105.75612617948316,2.5668663520099386,-0.27693875366506837,8235.13872561388,3.9064,84.78166507509333
320,25,109.00527453685642,112.34652189771138,106.09573878153523,2.3410286067778387,-0.13028961653363424,34111.28299656294,4.0331,87.53146974563765
321,23,108.79813159118484,112.22833689475867,105.85812234529439,2.497431011771211,-0.27875445969197443,7803.121680213733,3.8564,83.69650143241601
322,23,108.98516080963758,112.34652189771138,105.75612617948316,2.55710675205072,-0.2895268788316624,8025.676540897381,3.8549,83.6639465231357
323,24,108.84499736460509,112.34652189771138,105.75612617948316,2.5668663520099386,-0.27693875366506837,8235.13872561388,3.8822,84.25644587203752
324,23,108.93421674086733,112.34652189771138,105.63729907141632,2.630494355068088,-0.2949272523825906,8236.929527964014,3.8559,83.68564979598925
325,23,108.601687830079,112.22833689475867,105.29750384051532,2.7410401597263685,-0.29959262833374306,9073.842630203388,3.7679,81.77576178487716
326,23,108.71851438014512,112.1101296522922,105.75612617948316,2.5323753257109693,-0.2787817767671541,8013.647197386148,3.8113,82.71768382672107
327,24,108.81531712722324,112.34652189771138,105.75612617948316,2.5835014801153484,-0.2821043283659562,8233.832882437675,3.8117,82.7263651358625
328,24,108.68875692386307,112.22833689475867,105.41634978164457,2.675116872416923,-0.28656686188444985,8652.841109466488,3.7619,81.64554214775588
329,24,108.80542790443097,112.34652189771138,105.63729907141632,2.586332275816354,-0.2821043283659562,8231.575793122642,3.8807,84.22389096275718
330,24,108.84003115250175,112.34652189771138,105.75612617948316,2.582651095750031,-0.2821043283659562,8235.019155651042,3.8407,83.35576004861534
331,24,108.84499736460509,112.34652189771138,105.75612617948316,2.5668663520099386,-0.27693875366506837,8235.13872561388,3.7847,82.14037676881675
332,24,108.81530857902744,112.34652189771138,105.63729907141632,2.591928173580981,-0.2821043283659562,8232.050065503276,3.847,83.49249066759268
333,24,108.82519599491836,112.34652189771138,105.75612617948316,2.5895343226691434,-0.2821043283659562,8234.30706808704,3.8278,83.07578782880458
334,24,108.84991719786825,112.34652189771138,105.75612617948316,2.5867015070997335,-0.2821043283659562,8237.273977369849,3.8601,83.77680354197413
335,23,108.83180858911155,112.34652189771138,105.75612617948316,2.61139286896878,-0.2895268788316624,8018.6223387531845,3.8696,83.98298463408283
336,24,108.81036599772045,112.34652189771138,105.63729907141632,2.5897255086066044,-0.2821043283659562,8231.812821600539,3.8061,82.60482680788263
337,20,108.9337393290047,111.99190021238685,105.41634978164457,2.6617889604668834,-0.3460816016180149,9515.50380871942,3.6503,79.22345689730011
338,22,108.59645718003736,112.22833689475867,105.63729907141632,2.6011824202759612,-0.3033435499744895,8002.41888116475,3.7802,82.04271204097579
339,24,108.77585366709572,112.22833689475867,105.63729907141632,2.545716760847313,-0.2769658499767078,8230.274414733503,3.8538,83.6400729229968
340,24,108.81032831089055,112.34652189771138,105.63729907141632,2.617280006698839,-0.2821043283659562,8446.9523391629,3.8409,83.36010070318605
341,22,108.83763481073669,112.22833689475867,105.63729907141632,2.5833859812673197,-0.3033435499744895,8014.929674559486,3.7472,81.32650403680876
342,23,108.71840821634473,112.22833689475867,105.63729907141632,2.597491397220998,-0.2895552067938309,8227.12052083893,3.7645,81.70197065717511
343,23,108.66685316561829,112.22833689475867,105.63729907141632,2.5666937855021175,-0.2895552067938309,8007.70868433135,3.773,81.88644847643025
344,24,108.84994770702679,112.34652189771138,105.75612617948316,2.560963326245435,-0.27693875366506837,8235.376342050122,3.8292,83.10617241079956
345,23,108.70809795761039,112.22833689475867,105.63729907141632,2.5912502822700425,-0.2895552067938309,8011.386236304205,3.6984,80.2673843215557
346,24,108.80047756200928,112.34652189771138,105.63729907141632,2.59208881231029,-0.2821043283659562,8231.338176686402,3.7988,82.44639291605175
347,23,108.70364245103812,112.22833689475867,105.63729907141632,2.6142362898095084,-0.2895552067938309,8226.441295634824,3.8019,82.51367306189775
348,23,108.69261307510573,112.22833689475867,105.63729907141632,2.599316138414541,-0.2895552067938309,8225.933944341934,3.7987,82.4442225887664
350,24,108.67934102396202,112.34652189771138,105.17865789938607,2.8038959730526636,-0.29687173627660435,9507.079767810626,3.6323,78.83279798593628
351,23,108.60693968495632,112.22833689475867,105.41634978164457,2.68856485768695,-0.29959262833374306,8646.620379869477,3.7312,80.97925167115201
352,23,108.86418200854314,112.34652189771138,105.51847196334948,2.6425833987534535,-0.2995634417376465,8445.03221449201,3.7106,80.53216425036895
353,24,108.7474404390744,112.34652189771138,105.51847196334948,2.637572975641195,-0.2865389442707923,8442.134483752465,3.77,81.82133865786962
354,23,108.66239110084481,112.22833689475867,105.63729907141632,2.5915459373627665,-0.2895552067938309,8222.64475588197,3.7052,80.41496657695981
355,23,108.7029442245075,112.22833689475867,105.63729907141632,2.587737773758648,-0.2895552067938309,8226.409177214417,3.749,81.36556992794515
356,22,108.7905664514242,112.22833689475867,105.51847196334948,2.6309034054670204,-0.3082005102512147,8226.200614711355,3.7622,81.65205312961194
357,24,108.79551497045541,112.34652189771138,105.63729907141632,2.6069344334311904,-0.2821043283659562,8446.241298822013,3.7324,81.00529559857628
358,22,108.7580658035559,112.22833689475867,105.29750384051532,2.700480942387413,-0.3082005102512147,8221.014128116969,3.7543,81.48059727406894
359,24,108.7474404390744,112.34652189771138,105.51847196334948,2.637572975641195,-0.2865389442707923,8442.134483752465,3.7256,80.85771334317215
360,23,108.63800718301239,112.22833689475867,105.51847196334948,2.6360438241130666,-0.29419139614888673,8434.74635752055,3.6891,80.06554388401771
361,21,109.10679464632416,111.99190021238685,105.51847196334948,2.686554086331885,-0.3236714124518684,9743.50464109184,3.6406,79.01293515062072
362,23,108.72416174069689,112.34652189771138,105.51847196334948,2.6649933709243507,-0.2949272523825906,8440.506949751985,3.7681,81.78010243944787
363,23,108.68438103110607,112.34652189771138,105.51847196334948,2.670082860670355,-0.2995634417376465,8438.779033276618,3.7206,80.74919697890442
364,22,108.81211147877292,112.22833689475867,105.51847196334948,2.6462936714210117,-0.3082005102512147,8227.148595914698,3.7475,81.33301501866482
365,24,108.77644277850605,112.34652189771138,105.63729907141632,2.603870146689409,-0.2821043283659562,8230.184507078247,3.7573,81.54570709262957
366,24,108.7474404390744,112.34652189771138,105.51847196334948,2.637572975641195,-0.2865389442707923,8442.134483752465,3.6859,79.99609341088637
367,24,108.7474404390744,112.34652189771138,105.51847196334948,2.637572975641195,-0.2865389442707923,8442.134483752465,3.7744,81.91683305842523
368,25,108.97008208875022,112.22833689475867,105.63729907141632,2.6332348967616146,-0.2477910296332387,10243.235184821604,3.8625,83.82889139682264
369,24,108.79551497045541,112.34652189771138,105.63729907141632,2.6069344334311904,-0.2821043283659562,8231.099972291817,3.7424,81.22232832711174
370,23,108.67924255271683,112.22833689475867,105.51847196334948,2.662818694269939,-0.29419139614888673,8438.660848273665,3.7217,80.77307057904332
371,23,108.66375942140465,112.34652189771138,105.51847196334948,2.657837164395201,-0.2995634417376465,8437.830439230353,3.7162,80.65370257834883
372,22,108.78517845772572,112.22833689475867,105.51847196334948,2.6274559777443676,-0.3082005102512147,8225.963542988622,3.7579,81.55872905634169
373,18,108.90547111542173,111.75537490787833,105.41634978164457,2.6090890017737842,-0.37288383095492733,9291.355043716725,3.4964,75.88332320513935
374,24,108.58392462619652,112.34652189771138,105.07641040981635,2.828990911981036,-0.3013118311333397,9285.874267750025,3.6095,78.33796336487543
375,24,108.71340542967395,112.34652189771138,105.41634978164457,2.7028513560231975,-0.2917053402736983,8868.826429982882,3.7019,80.3433457765431
376,24,108.59084659944779,112.22169242893615,105.17865789938607,2.7833431466028062,-0.29588446292572096,9288.376301726257,3.648,79.17353936973697
377,23,108.58110688611299,112.22833689475867,105.29750384051532,2.718424389574401,-0.29959262833374306,8858.094375481654,3.6762,79.78557166420697
378,24,108.74167812829192,112.34652189771138,105.41634978164457,2.6898052826576992,-0.2865389442707923,8870.064692408481,3.7175,80.68191683305844
